run_id,inference_time,total_tracks,total_ghosts,overall_ghost_rate,event_avg_ghost_rate,max_slopes,max_tolerance,scatter
30,{'sec': 5.0282487869262695},81693,80890,99.01705164457175,98.34358788123701,"(np.float64(5.830434983198717), np.float64(5.061408862233462))","(np.float64(6.3432062868052155), np.float64(6.016831547588659))",1.8422549679414209
31,{'sec': 4.867894172668457},71726,70134,97.7804422385188,96.27046767744976,"(np.float64(0.5937383879100155), np.float64(6.723983672148918))","(np.float64(7.722534650538414), np.float64(2.463527448433327))",1.5675762156870388
32,{'sec': 5.287346839904785},83821,83225,99.28896100022668,98.85192546463591,"(np.float64(6.252979141392198), np.float64(6.769035395470662))","(np.float64(8.78647197506648), np.float64(5.614211581543778))",0.6778221392237705
33,{'sec': 5.454533100128174},75395,73702,97.75449300351482,96.32384742168018,"(np.float64(0.619600030295942), np.float64(3.6539432163361316))","(np.float64(2.273846159167232), np.float64(9.623392743167084))",6.8139772085800185
34,{'sec': 5.184014797210693},72795,71020,97.56164571742565,95.89865621188305,"(np.float64(4.182252798012629), np.float64(4.424063375252416))","(np.float64(5.278841210687962), np.float64(3.186125378812624))",7.123781046594235
35,{'sec': 7.755714178085327},48362,32220,66.62255489847401,59.327644679982164,"(np.float64(4.538980656607917), np.float64(8.37475015447365))","(np.float64(0.6492227218315385), np.float64(3.311195176030947))",0.31325863523668773
36,{'sec': 5.086320877075195},80841,80117,99.10441483900496,98.48791981641418,"(np.float64(2.3824378425133093), np.float64(3.1739108479494926))","(np.float64(6.134824983487084), np.float64(6.181479149528351))",0.17030117272693615
37,{'sec': 6.1513142585754395},56967,48768,85.6074569487598,79.99985601398093,"(np.float64(0.3817370321081577), np.float64(7.555084565385535))","(np.float64(1.2598016730446604), np.float64(4.054490115559126))",6.934274095756478
38,{'sec': 5.2874720096588135},78850,77425,98.19277108433735,96.95575504764709,"(np.float64(3.1473948288691687), np.float64(5.98030411793108))","(np.float64(2.630133735561271), np.float64(9.249899752464312))",2.5335957845770283
39,{'sec': 4.9734320640563965},82349,81650,99.15117366331103,98.59253789707576,"(np.float64(3.612773665229993), np.float64(9.565135549339017))","(np.float64(7.800955978196918), np.float64(5.114432177090507))",0.6490006345537138
40,{'sec': 5.994374990463257},49655,37688,75.89970798509717,68.96497595906516,"(np.float64(5.103438494675775), np.float64(0.24557576142406184))","(np.float64(4.994039994083297), np.float64(0.6581468463732233))",9.113656193434224
41,{'sec': 5.129077911376953},72896,71110,97.54993415276559,95.86276886263974,"(np.float64(8.351492142715951), np.float64(7.515418533703592))","(np.float64(6.501510315819797), np.float64(2.6269404485934955))",1.081795345714052
42,{'sec': 4.922989130020142},77119,75987,98.53213864287659,97.57038814279453,"(np.float64(7.581289812829905), np.float64(8.435694127852043))","(np.float64(5.885115329618187), np.float64(4.266823520240031))",0.13754952796197217
43,{'sec': 4.8995678424835205},71542,70672,98.78393111738559,98.12013152490056,"(np.float64(9.926821095036383), np.float64(0.19929948603452124))","(np.float64(7.164983011989457), np.float64(5.3382469234163965))",4.899975898911452
44,{'sec': 5.346490859985352},87092,86786,99.64864740733937,99.42313243677609,"(np.float64(5.420625190665691), np.float64(3.7971081295009093))","(np.float64(9.386308188853944), np.float64(9.584986058976558))",6.43129438279352
45,{'sec': 7.627920866012573},48092,31891,66.31248440489063,59.143450934685724,"(np.float64(7.683796353246206), np.float64(4.187988081804374))","(np.float64(0.7271231480411838), np.float64(2.913435096431182))",8.060793594687743
46,{'sec': 6.088670015335083},59447,51713,86.99009201473582,80.95560483080838,"(np.float64(4.247739792569432), np.float64(8.696999565371527))","(np.float64(6.74046370001243), np.float64(0.7550683034253028))",4.330268145572505
47,{'sec': 7.044122219085693},51730,38428,74.28571428571429,67.39767007891128,"(np.float64(3.9608117599359374), np.float64(6.135879528418562))","(np.float64(0.9489587282180734), np.float64(3.0071972224753964))",1.1660735731773137
48,{'sec': 4.882386922836304},77634,76475,98.50709740577582,97.54182540524945,"(np.float64(9.707037157880093), np.float64(5.931113210921721))","(np.float64(9.093530472900746), np.float64(2.8216106666493475))",2.6669987765547316
49,{'sec': 5.255635976791382},71680,69598,97.09542410714286,95.0421544812995,"(np.float64(3.791677233469121), np.float64(4.680839085516274))","(np.float64(3.5623168909332374), np.float64(4.116284150946272))",8.488688215539907
50,{'sec': 8.493723154067993},39594,16075,40.59958579582765,34.381252401447696,"(np.float64(0.7054946801250669), np.float64(4.634257283247975))","(np.float64(6.858776252103338), np.float64(0.12452654090772873))",7.051592891285333
51,{'sec': 5.911340951919556},63000,58176,92.34285714285714,87.93163783259133,"(np.float64(6.86210754994058), np.float64(2.1665019230073757))","(np.float64(4.408651549446276), np.float64(1.6626507427636192))",8.464339513903715
52,{'sec': 5.847705125808716},56588,56180,99.27899908107726,98.9081550310073,"(np.float64(3.1464628148439933), np.float64(0.02845812308788929))","(np.float64(7.910033560649364), np.float64(6.78355617134026))",5.570267820707904
53,{'sec': 5.190644025802612},82833,82096,99.11025798896576,98.55417521360971,"(np.float64(8.77203692243456), np.float64(2.1386118401916963))","(np.float64(5.343438008790393), np.float64(8.261582962310595))",6.578699228873526
54,{'sec': 4.983236074447632},74349,72756,97.85740225154339,96.39798544350694,"(np.float64(4.743749203540302), np.float64(7.679477696719839))","(np.float64(8.781436844653978), np.float64(2.2304646461977224))",6.461315749693196
55,{'sec': 8.514976739883423},41070,18573,45.22279035792549,38.54967957508642,"(np.float64(5.5615387937036544), np.float64(8.852695454678154))","(np.float64(7.105629306177161), np.float64(0.13936593379342094))",2.6099531792745125
56,{'sec': 4.93523097038269},84757,84220,99.36642401217598,98.9570522421159,"(np.float64(9.144480439620047), np.float64(8.585183073827773))","(np.float64(6.792926048356419), np.float64(8.115106582002293))",9.654523585792495
57,{'sec': 5.402572154998779},70618,68378,96.8280041915659,94.60735169432907,"(np.float64(2.0804366002926775), np.float64(3.467054501490941))","(np.float64(6.8138936613121235), np.float64(2.0504237621717616))",2.915924852082641
58,{'sec': 5.152904033660889},72776,70903,97.42634934593822,95.64136162426553,"(np.float64(7.025054725465449), np.float64(7.898014238508957))","(np.float64(8.249785344534791), np.float64(2.023862396301977))",3.3065690932479197
59,{'sec': 4.995038986206055},81977,81262,99.12780414018566,98.56199399517912,"(np.float64(7.09290536028825), np.float64(6.338204073777667))","(np.float64(7.552645361951902), np.float64(5.212137898046768))",5.003802617493753
60,{'sec': 5.801794052124023},66773,63125,94.53671394126368,91.22859847551828,"(np.float64(3.229459752698856), np.float64(8.20350566977994))","(np.float64(2.6953101602706835), np.float64(3.553283544483386))",9.766918233891822
61,{'sec': 5.377504110336304},84648,84108,99.36206407711937,98.94010243785269,"(np.float64(2.225081529597128), np.float64(9.371900240173716))","(np.float64(9.867758106412769), np.float64(5.234709762455468))",6.236636075140353
62,{'sec': 5.8202149868011475},80029,79169,98.92538954628947,98.22181655466937,"(np.float64(1.8397766614922275), np.float64(7.204043877541721))","(np.float64(6.128809034567101), np.float64(5.193862152195865))",7.89702418660958
63,{'sec': 7.255016088485718},58480,49957,85.42578659370724,79.15959202420338,"(np.float64(2.1721209002011976), np.float64(1.7684672658861287))","(np.float64(7.080272529797554), np.float64(0.6538561081134805))",1.0373409548182029
64,{'sec': 5.223294019699097},80498,79473,98.72667643916618,97.8473143219179,"(np.float64(9.613783661853274), np.float64(7.508774809839725))","(np.float64(4.102180277761613), np.float64(7.500761476324256))",8.929295206068558
65,{'sec': 5.03281307220459},84910,84411,99.41231892592157,99.01600265965723,"(np.float64(9.985842174657622), np.float64(8.588951440923383))","(np.float64(8.327649147119889), np.float64(6.8327348886318475))",9.337327573134168
66,{'sec': 5.68867301940918},63579,58542,92.07757278346624,87.80810503159327,"(np.float64(9.876883692121911), np.float64(5.137455705398725))","(np.float64(2.145734888724944), np.float64(3.4215870634792))",2.568684954284056
67,{'sec': 5.1560752391815186},76006,74447,97.94884614372549,96.49265427222623,"(np.float64(5.921202635795729), np.float64(3.03654294673201))","(np.float64(2.9690191314142336), np.float64(6.860083477242403))",7.938177317710212
68,{'sec': 7.584627866744995},38545,14444,37.47308340900246,31.69499037329803,"(np.float64(6.652548402179477), np.float64(0.5457298757771616))","(np.float64(0.15320269199700318), np.float64(5.43587651291642))",1.4839987357839206
69,{'sec': 5.282422065734863},82887,82126,99.08188256300747,98.47305500011566,"(np.float64(7.0661638548876295), np.float64(3.0040304968595866))","(np.float64(5.300661171355078), np.float64(7.852394548491943))",5.4761044270184565
70,{'sec': 5.842188119888306},57592,48761,84.6662730934852,78.64937634545923,"(np.float64(0.5978373506504949), np.float64(7.589970450109142))","(np.float64(0.9585122246916323), np.float64(4.926854355001571))",8.39731549769264
71,{'sec': 5.294053792953491},67708,63895,94.36846458321025,91.05365408785067,"(np.float64(5.413509790437946), np.float64(0.8757278525771318))","(np.float64(1.7405418917006155), np.float64(5.694586770144198))",6.240931400744424
72,{'sec': 5.1535563468933105},79004,78039,98.77854285858943,97.96045391742976,"(np.float64(3.8864103494867765), np.float64(5.385294410225748))","(np.float64(8.854424176972332), np.float64(3.3244920222010146))",8.37868714193292
73,{'sec': 7.808457136154175},43335,23049,53.18795430944964,46.161376191101574,"(np.float64(9.646668293371325), np.float64(4.101096486200901))","(np.float64(0.3897236786292632), np.float64(3.541224103223898))",4.334666741885508
74,{'sec': 8.30173397064209},43147,23022,53.357127957911324,46.66378584993868,"(np.float64(6.4560439853056195), np.float64(3.896027295718097))","(np.float64(1.819380853896735), np.float64(0.7417221538258177))",3.306735134234912
75,{'sec': 4.994966983795166},75502,74346,98.4689147307356,97.44689666333632,"(np.float64(0.7139048902152472), np.float64(1.6358318916053534))","(np.float64(6.92211847912897), np.float64(3.6570426888729983))",4.346948347266664
76,{'sec': 5.044034004211426},82055,81239,99.00554506123942,98.34109911868357,"(np.float64(5.077824033648198), np.float64(1.7784247668787727))","(np.float64(5.480619347648355), np.float64(7.098657069263134))",4.6467962298951715
77,{'sec': 5.346111059188843},81495,80752,99.08828762500767,98.50483492039334,"(np.float64(5.553998392481727), np.float64(2.980592344834654))","(np.float64(7.9216913119420935), np.float64(4.825708903289354))",9.434919664842349
78,{'sec': 5.6499199867248535},73001,70850,97.05346502102711,95.01756647050411,"(np.float64(4.653615833328191), np.float64(8.404320886400495))","(np.float64(2.716633835860213), np.float64(5.725281336720044))",5.791919817988707
79,{'sec': 5.9409379959106445},69321,66783,96.33877180075302,93.8465977402943,"(np.float64(8.581258848195603), np.float64(7.129176859480804))","(np.float64(6.0899848083178565), np.float64(2.087867496436598))",2.962604978128207
80,{'sec': 5.3400068283081055},85906,85465,99.48664819686634,99.14491038862288,"(np.float64(8.619469831093586), np.float64(8.902385654426002))","(np.float64(6.941154501330405), np.float64(9.58834229629171))",3.584722195881947
81,{'sec': 5.077642917633057},85358,84854,99.40954567820239,99.02301074381676,"(np.float64(3.8410407278633585), np.float64(5.188983372936042))","(np.float64(8.964908800468988), np.float64(6.290310195568823))",6.252194399214295
82,{'sec': 6.094937086105347},50928,38840,76.26453031731072,68.97754082391194,"(np.float64(0.30747336632183137), np.float64(4.435614230845264))","(np.float64(6.039093752605158), np.float64(0.537347416130773))",1.179742711923111
83,{'sec': 5.3014819622039795},76589,74915,97.81430753763595,96.38073998248579,"(np.float64(9.642039707942399), np.float64(6.844732829552592))","(np.float64(2.535583933705646), np.float64(7.9883206843994765))",9.099911494294041
84,{'sec': 5.489181995391846},70299,67571,96.11943270885787,93.6176613340355,"(np.float64(6.174043668284656), np.float64(4.044137115058007))","(np.float64(2.642913691712645), np.float64(4.677805981646347))",5.2101215220610895
85,{'sec': 5.0281147956848145},79852,79196,99.17848018834844,98.674402354412,"(np.float64(8.370221923204811), np.float64(0.5049801614241689))","(np.float64(9.992148619780505), np.float64(4.637958332594778))",9.688604775881759
86,{'sec': 5.081147909164429},75612,73784,97.5823943289425,95.9448402880091,"(np.float64(4.061913571791149), np.float64(9.551578436456035))","(np.float64(2.51719791555533), np.float64(7.405177728768874))",5.690021609517403
87,{'sec': 9.341217041015625},36694,9729,26.51387147762577,22.4556271767917,"(np.float64(7.144561610347225), np.float64(4.090582908708201))","(np.float64(0.06553364764645993), np.float64(6.016986000424729))",1.0439997104899155
88,{'sec': 11.257150888442993},33849,2950,8.715176223817542,7.362314496932186,"(np.float64(6.708050827567225), np.float64(6.157049994337258))","(np.float64(1.3131885975729052), np.float64(0.053256733646866145))",1.102743658851855
89,{'sec': 5.09041690826416},76506,74761,97.71913313988445,96.23826357927852,"(np.float64(1.2916593980173656), np.float64(9.142851623951934))","(np.float64(2.5560847031413956), np.float64(7.850325965467199))",0.4025970926298418
90,{'sec': 8.440752983093262},35318,8434,23.880174415312304,20.38335451989683,"(np.float64(4.504650618566767), np.float64(3.7087792347780555))","(np.float64(0.20168079399013925), np.float64(2.142289050614666))",2.2230910659105585
91,{'sec': 5.085207223892212},72470,70934,97.8805022768042,96.54362848321726,"(np.float64(6.589795440311101), np.float64(8.199599714693328))","(np.float64(6.983804636964359), np.float64(9.858529822241389))",0.016532524942751873
92,{'sec': 5.2480247020721436},76876,75087,97.6728757999896,96.14762373200968,"(np.float64(6.961601941693379), np.float64(2.7437990239762797))","(np.float64(2.1906751333354952), np.float64(9.325690614571707))",8.201850964665098
93,{'sec': 5.049077033996582},71651,69742,97.33569664066098,95.5335798762397,"(np.float64(0.9049210472145327), np.float64(6.558958475260587))","(np.float64(4.58032519136958), np.float64(3.4733221979267235))",3.106655952929492
94,{'sec': 5.724859952926636},65773,60870,92.54557341158225,88.42273882738527,"(np.float64(8.632516718085832), np.float64(6.587850145443994))","(np.float64(1.0705398032528874), np.float64(7.809512928165795))",4.461869727958292
95,{'sec': 5.225998163223267},84824,84317,99.40229180420636,99.0029556087821,"(np.float64(4.3590544916904435), np.float64(5.514437755882307))","(np.float64(9.012407239636806), np.float64(6.162114462360976))",8.326622655658173
96,{'sec': 5.766892910003662},60219,52919,87.87758016572842,82.52624126816184,"(np.float64(3.260019127171693), np.float64(0.6152259357479313))","(np.float64(0.9017676060455603), np.float64(6.4094831185377235))",9.612277926630645
97,{'sec': 5.64028787612915},66054,61628,93.2994216852878,89.41109397726069,"(np.float64(5.697961527711731), np.float64(5.110765876276912))","(np.float64(1.7896705044074803), np.float64(4.8197945665447905))",3.2272733940109246
98,{'sec': 5.403074741363525},84801,84240,99.33845119750946,98.93552376192879,"(np.float64(3.936072794284323), np.float64(6.417299422409854))","(np.float64(9.435391937897624), np.float64(5.546333859772129))",7.818625675165499
99,{'sec': 6.579505205154419},54516,42737,78.39349915621102,71.51256958850918,"(np.float64(1.1640316365293613), np.float64(0.892420726219277))","(np.float64(0.5245061544824599), np.float64(6.668263714640415))",3.6039442205802485
100,{'sec': 5.079755783081055},81292,80505,99.0318850563401,98.33711800062983,"(np.float64(1.2946830463942873), np.float64(5.688061357620081))","(np.float64(8.396200642605105), np.float64(4.357542388308236))",9.483647589402985
101,{'sec': 6.201518774032593},60341,52286,86.6508675693144,81.03926268751434,"(np.float64(7.582398315292161), np.float64(9.284550184512117))","(np.float64(0.6099254814865614), np.float64(8.867222897175425))",4.221136385383535
102,{'sec': 5.071544885635376},74059,72558,97.97323755384221,96.64916125616841,"(np.float64(4.722365360585644), np.float64(7.8405470339752155))","(np.float64(6.445706695674948), np.float64(2.9928650118970226))",9.16626182749695
103,{'sec': 6.796422958374023},58193,49025,84.24552781262351,78.14467180112632,"(np.float64(2.2048544716940985), np.float64(5.540321682225797))","(np.float64(0.6279552245712963), np.float64(7.267083131896274))",6.706211642739901
104,{'sec': 5.063160181045532},82384,81692,99.16003107399494,98.60354859336489,"(np.float64(8.450113941462956), np.float64(1.0313316396324324))","(np.float64(8.608617025254105), np.float64(4.822011435731133))",9.818328084819505
105,{'sec': 7.581428050994873},51977,38256,73.60178540508302,66.36936129453964,"(np.float64(6.608139732817117), np.float64(6.852843978912212))","(np.float64(0.4996121105956835), np.float64(5.688586631961711))",7.121847851032504
106,{'sec': 7.056647062301636},56973,47946,84.15565267758411,78.11497949079056,"(np.float64(5.5581617035427335), np.float64(5.52408170961444))","(np.float64(1.4525504766948176), np.float64(2.9838435672785253))",3.574802040927351
107,{'sec': 5.350808620452881},72638,70033,96.41372284479198,94.0275681053951,"(np.float64(5.450300358741408), np.float64(2.4364596598560966))","(np.float64(1.8329129126312833), np.float64(7.706902765034652))",2.4835500695607897
108,{'sec': 4.882036209106445},79483,78548,98.823647824063,98.0654503629049,"(np.float64(6.406346320314703), np.float64(8.311134612763412))","(np.float64(9.582300761072814), np.float64(3.298883671768148))",5.898975793629938
109,{'sec': 5.425573825836182},87203,86894,99.64565439262411,99.41736057525561,"(np.float64(1.7869285461041924), np.float64(2.898197214539077))","(np.float64(9.55865543472706), np.float64(9.40915753143496))",7.840062078784351
110,{'sec': 5.304911136627197},70728,69362,98.06865739169777,96.98689430459663,"(np.float64(0.28599312315570796), np.float64(4.4100410878099))","(np.float64(6.754144360375658), np.float64(3.4940742397254647))",2.5029212827155103
111,{'sec': 5.403904914855957},71195,68178,95.76234286115599,93.09724245205066,"(np.float64(7.886780150537678), np.float64(4.560813327190363))","(np.float64(1.5452392197378921), np.float64(8.22681374497962))",4.793505710564796
112,{'sec': 5.235340118408203},79980,78954,98.71717929482371,97.84865696072103,"(np.float64(1.3908465082358719), np.float64(4.849415048888527))","(np.float64(4.586924314919759), np.float64(6.552705650994227))",8.264394868519682
113,{'sec': 6.979727029800415},53174,40423,76.02023545341709,68.55181856419597,"(np.float64(2.057241267705526), np.float64(2.8388745106003865))","(np.float64(7.565135670302823), np.float64(0.39209253898349555))",1.863943224006896
114,{'sec': 5.014236927032471},80501,79647,98.93914361312282,98.15509605152147,"(np.float64(9.45401098344515), np.float64(9.462751072791391))","(np.float64(7.086257543284257), np.float64(4.7112033244161715))",2.658757590192577
115,{'sec': 7.241025924682617},46831,40169,85.77438021823151,80.5080994131162,"(np.float64(0.06832261563442783), np.float64(8.497158600697764))","(np.float64(0.5679545095037163), np.float64(9.91769333190796))",6.828566302697593
116,{'sec': 5.53631591796875},86183,85772,99.52310780548368,99.23136142892912,"(np.float64(7.593020223479112), np.float64(2.040842071752783))","(np.float64(7.846173546415196), np.float64(9.735323055460244))",6.722870849364158
117,{'sec': 5.128614902496338},84582,84056,99.37811827575607,98.99329406923452,"(np.float64(6.5483411922497465), np.float64(1.3508579737313773))","(np.float64(9.965597774350623), np.float64(5.4668659798627655))",2.883608142540436
118,{'sec': 6.060794830322266},86561,86199,99.58179780732662,99.29286663571682,"(np.float64(2.4079418041266316), np.float64(5.6084292107351175))","(np.float64(7.362304498924955), np.float64(9.85183900205094))",8.983477698811932
119,{'sec': 5.926894187927246},84382,83822,99.3363513545543,98.91428195766187,"(np.float64(9.25859046712489), np.float64(9.513752626777464))","(np.float64(9.889481695332975), np.float64(5.322080697932051))",8.291859690946614
120,{'sec': 5.582411050796509},85514,85021,99.42348621278387,99.03641525323576,"(np.float64(5.906472125946455), np.float64(6.005694351665703))","(np.float64(7.020947000129485), np.float64(9.089528254437079))",3.90333390840777
121,{'sec': 5.124546051025391},79511,78697,98.97624228094226,98.25813982688769,"(np.float64(1.995554002061248), np.float64(9.038381717780519))","(np.float64(7.109308967251817), np.float64(4.678855759732966))",0.14340615710468532
122,{'sec': 5.7835588455200195},63525,58300,91.77489177489177,87.5173226168568,"(np.float64(8.13437568670275), np.float64(6.611505019990481))","(np.float64(1.7644333767862723), np.float64(4.149646968341169))",1.3646119637709582
123,{'sec': 5.35523796081543},73529,71883,97.7614274639938,96.25663836800751,"(np.float64(8.632236086769796), np.float64(4.7240816695469405))","(np.float64(6.28495554832115), np.float64(2.85899622685589))",3.2532072217887773
124,{'sec': 6.176216125488281},65865,60934,92.51347453123815,88.40915194681129,"(np.float64(6.826352625784693), np.float64(3.6044420036520317))","(np.float64(1.0602649732505696), np.float64(7.940725416404346))",2.1385518250183404
125,{'sec': 6.3430540561676025},58963,50389,85.4586774757051,79.57900456970698,"(np.float64(2.7987230788973796), np.float64(8.422808478634309))","(np.float64(0.8712014751709135), np.float64(5.539833167845667))",2.401973287807515
126,{'sec': 8.350469827651978},38011,13467,35.429217857988476,30.5805312595115,"(np.float64(1.5478874790187478), np.float64(4.811543509767411))","(np.float64(0.9902853401387723), np.float64(0.7361962843473089))",8.295757790627555
127,{'sec': 6.1960227489471436},48895,36481,74.61090091011351,67.31689256785575,"(np.float64(0.24528442359080813), np.float64(8.823481717634735))","(np.float64(4.366147475497559), np.float64(0.6947896461235792))",2.580584308470967
128,{'sec': 5.4343531131744385},66700,62970,94.40779610194903,91.22286180021736,"(np.float64(0.48859254888957415), np.float64(4.054568123215021))","(np.float64(1.2622117939132735), np.float64(8.825184162445892))",5.491927935695147
129,{'sec': 7.108307838439941},59247,52309,88.28970243219067,82.70984325285919,"(np.float64(4.216275733140157), np.float64(4.536551097015907))","(np.float64(3.6583899978289183), np.float64(1.439473673417663))",3.8833391719610963
130,{'sec': 5.003536939620972},74583,73125,98.04513092795945,96.72346901603981,"(np.float64(0.6986362487590326), np.float64(9.416454396921221))","(np.float64(4.37198630726001), np.float64(4.96500959246326))",9.673918983183999
131,{'sec': 4.910863161087036},68495,65462,95.57193955763195,92.72599247175272,"(np.float64(4.898473462069133), np.float64(0.96672853542055))","(np.float64(7.903654247527765), np.float64(1.4438670578724537))",0.527518389834348
