label,n_reco,n_particles,recoeffT,avg_recoeff,n_clones,clone_percentage,purityT,avg_purity,avg_hiteff,hit_eff_percentage,run_id,max_slopes,max_tolerance,scatter
long_strange,379,385,98.44155844155844,98.44155844155844,14,3.6939313984168867,99.3784078516903,100.0,89.52380952380953,94.80931423679517,2,"(np.float64(0.5066205588694156), np.float64(0.5066205588694156))","(np.float64(0.1401610724097663), np.float64(0.1401610724097663))",0.287297764075737
long_fromb,440,444,99.09909909909909,99.09909909909909,15,3.409090909090909,98.79617421650389,100.0,100.0,95.09133020243412,2,"(np.float64(0.5066205588694156), np.float64(0.5066205588694156))","(np.float64(0.1401610724097663), np.float64(0.1401610724097663))",0.287297764075737
long,8018,8076,99.28182268449727,99.28182268449729,369,4.60214517335994,99.4450454475423,99.52008928571429,94.07332251082249,94.55924005090698,2,"(np.float64(0.5066205588694156), np.float64(0.5066205588694156))","(np.float64(0.1401610724097663), np.float64(0.1401610724097663))",0.287297764075737
long_fromb>5GeV,343,343,100.0,100.0,11,3.206997084548105,98.67970737674128,100.0,100.0,95.27093460521222,2,"(np.float64(0.5066205588694156), np.float64(0.5066205588694156))","(np.float64(0.1401610724097663), np.float64(0.1401610724097663))",0.287297764075737
velo,26241,28026,93.63091415114536,93.63091415114536,821,3.1286917419305666,99.44993548848804,99.41153127917835,94.3837874543757,94.55477439982006,2,"(np.float64(0.5066205588694156), np.float64(0.5066205588694156))","(np.float64(0.1401610724097663), np.float64(0.1401610724097663))",0.287297764075737
long_strange>5GeV,174,174,100.0,100.0,5,2.8735632183908044,99.30367118914606,100.0,100.0,96.15933414816097,2,"(np.float64(0.5066205588694156), np.float64(0.5066205588694156))","(np.float64(0.1401610724097663), np.float64(0.1401610724097663))",0.287297764075737
long_fromb,376,444,84.68468468468468,84.68468468468468,37,9.840425531914894,91.16405885011721,98.00000000000001,100.0,85.39202566026523,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
long>5GeV,4458,5100,87.41176470588235,87.41176470588236,348,7.806191117092867,93.48659917717363,94.60021900498089,93.60269360269358,87.03099094022667,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
long_strange>5GeV,146,174,83.9080459770115,83.9080459770115,12,8.219178082191782,93.61950637267095,93.75,100.0,90.51511515910249,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
velo,19986,28026,71.31235281524299,71.31235281524299,907,4.538176723706594,93.96521260090284,94.25249368184157,89.08635044504615,88.53336378603869,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
long,7114,8076,88.08816245666172,88.0881624566617,512,7.197076187798706,93.70839171064272,95.43453074703069,94.58104106541604,87.61064964574072,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
long_fromb>5GeV,287,343,83.6734693877551,83.6734693877551,30,10.452961672473867,90.48996781439082,95.0,100.0,83.87835666339946,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
long_strange,324,385,84.15584415584415,84.15584415584415,16,4.938271604938271,93.48946437549378,94.58333333333333,94.44444444444446,90.67687377981498,3,"(np.float64(0.3147699434662936), np.float64(0.3147699434662936))","(np.float64(0.8708190487986299), np.float64(0.8708190487986299))",0.6112518008729086
long_strange>5GeV,172,174,98.85057471264368,98.85057471264368,2,1.1627906976744187,98.52260287605118,100.0,100.0,97.31708904122695,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
long_fromb>5GeV,338,343,98.54227405247813,98.54227405247813,13,3.8461538461538463,97.8011277263414,100.0,100.0,94.46826982541269,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
velo,26523,28026,94.63712267180475,94.63712267180475,616,2.3225125362892585,98.67829224713732,98.98165387798089,96.23528788220733,95.69212349928438,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
long,7985,8076,98.87320455671124,98.87320455671124,300,3.757044458359424,98.71934204070783,99.28957231040563,96.55677141788253,95.23505372203266,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
long_fromb,434,444,97.74774774774775,97.74774774774775,16,3.686635944700461,97.89968642468644,100.0,100.0,94.62870793704019,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
long_strange,375,385,97.40259740259741,97.40259740259741,7,1.8666666666666667,98.43677991583753,100.0,100.0,96.53721859873694,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
long>5GeV,5052,5100,99.05882352941177,99.05882352941177,192,3.8004750593824226,98.6533516521991,99.23814959773864,95.41095890410958,95.31904108851836,4,"(np.float64(0.9308564391968801), np.float64(0.9308564391968801))","(np.float64(0.2678486696369663), np.float64(0.2678486696369663))",0.459454133756018
long_fromb>5GeV,293,343,85.42274052478135,85.42274052478133,33,11.262798634812286,90.56308076811789,95.0,100.0,84.02866155965701,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
velo,21349,28026,76.17569399843003,76.17569399843003,895,4.1922338282823555,94.16758121659088,93.728752550868,89.68293547620476,89.43083181359228,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
long,7187,8076,88.99207528479445,88.99207528479445,491,6.831779602059274,93.9178390941439,95.35196662747681,94.24812998792589,88.13690240662761,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
long>5GeV,4490,5100,88.03921568627452,88.0392156862745,337,7.505567928730512,93.71104833905504,94.45012679628061,92.87445887445887,87.56087144244799,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
long_strange,327,385,84.93506493506493,84.93506493506493,16,4.892966360856269,93.58171509410576,95.83333333333334,97.61904761904762,91.24432580700802,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
long_strange>5GeV,148,174,85.05747126436782,85.0574712643678,12,8.108108108108109,93.85429501054503,95.83333333333334,100.0,90.82638455294705,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
long_fromb,383,444,86.26126126126127,86.26126126126125,39,10.182767624020888,91.24678600826019,98.00000000000001,100.0,85.6431513272718,5,"(np.float64(0.7727106777921489), np.float64(0.7727106777921489))","(np.float64(0.8456049057394381), np.float64(0.8456049057394381))",0.2704196363961817
long,6622,8076,81.99603764239723,81.99603764239723,531,8.018725460585925,93.50808225812551,94.87925785798122,93.56739891314356,86.86742518315913,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
velo,16858,28026,60.15128808963106,60.15128808963106,929,5.5107367421995495,93.67443839329871,94.3628296306868,88.50818603794795,87.44958313755048,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
long_fromb>5GeV,252,343,73.46938775510205,73.46938775510205,29,11.507936507936508,90.15761818252919,95.0,100.0,82.9462249060463,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
long_strange>5GeV,150,174,86.20689655172414,86.20689655172413,11,7.333333333333333,93.83304411254724,95.83333333333334,100.0,90.86931443297901,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
long_fromb,324,444,72.97297297297297,72.97297297297297,36,11.11111111111111,90.67164085914087,96.66666666666667,100.0,84.09256315716253,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
long>5GeV,4358,5100,85.45098039215686,85.45098039215686,365,8.375401560348784,93.40232264445439,94.27477223631068,93.013209013209,86.6619758124783,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
long_strange,309,385,80.25974025974025,80.25974025974027,16,5.17799352750809,93.49642622334929,94.58333333333333,94.44444444444443,90.46269286269289,6,"(np.float64(0.1752357363205407), np.float64(0.1752357363205407))","(np.float64(0.8811011201701355), np.float64(0.8811011201701355))",0.3971984117560873
long_strange>5GeV,169,174,97.1264367816092,97.12643678160919,8,4.733727810650888,97.38283765826141,95.83333333333334,100.0,94.28247443077952,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
velo,25774,28026,91.96460429601085,91.96460429601085,657,2.549080468689377,97.63229827425768,98.0881568701262,95.65278711058762,94.7784684619058,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
long_fromb,429,444,96.62162162162163,96.62162162162163,17,3.9627039627039626,96.26452036122969,100.0,100.0,93.28846570188276,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
long_fromb>5GeV,335,343,97.66763848396502,97.667638483965,16,4.776119402985074,95.8288334061336,100.0,100.0,92.26667683390372,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
long,7912,8076,97.9692917285785,97.9692917285785,337,4.259352881698685,97.69726603527785,98.81308026355195,97.45044787497616,93.92725922527217,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
long>5GeV,5001,5100,98.05882352941177,98.05882352941177,228,4.559088182363527,97.5878670596796,98.66616364855801,96.86939820742639,93.76407813512488,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
long_strange,369,385,95.84415584415585,95.84415584415584,15,4.065040650406504,97.18727055641119,98.21428571428571,100.0,94.07975524186462,7,"(np.float64(0.8579934118364945), np.float64(0.8579934118364945))","(np.float64(0.4077066342343683), np.float64(0.4077066342343683))",0.9890329030528664
long_strange,353,385,91.68831168831169,91.68831168831169,8,2.26628895184136,99.15831244778614,100.0,100.0,96.50222738172876,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
long_fromb,386,444,86.93693693693693,86.93693693693693,12,3.1088082901554404,98.42231714405082,100.0,100.0,95.38429689044597,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
velo,20873,28026,74.47727110540212,74.47727110540214,667,3.1955157380347816,99.15756029714059,99.19679374817412,94.31449685284042,95.03387124390541,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
long_fromb>5GeV,305,343,88.92128279883381,88.92128279883383,10,3.278688524590164,98.25163416830085,100.0,100.0,95.18171761006157,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
long_strange>5GeV,170,174,97.70114942528735,97.70114942528735,4,2.3529411764705883,98.9292556102901,100.0,100.0,96.84251572182608,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
long,7469,8076,92.48390292223873,92.48390292223874,315,4.217432052483599,99.19388044056483,99.24070399764845,94.56930415263749,94.93790987711958,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
long>5GeV,4973,5100,97.50980392156863,97.50980392156863,190,3.820631409611904,99.14767273207133,99.05257936507937,92.74122807017542,95.48841265757903,8,"(np.float64(0.18679759499133428), np.float64(0.18679759499133428))","(np.float64(0.18857339500515322), np.float64(0.18857339500515322))",0.5473697305824241
long,7399,8076,91.617137196632,91.61713719663199,439,5.933234220840654,96.33025081641638,97.37194022908307,94.75355596784165,91.4236277366036,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
long>5GeV,4834,5100,94.7843137254902,94.7843137254902,296,6.123293338849813,96.20745329701933,97.12585639668971,93.54166666666663,91.33311836861112,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
long_strange>5GeV,162,174,93.10344827586206,93.10344827586206,9,5.555555555555555,95.86769306067555,95.83333333333334,100.0,92.326602085374,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
long_fromb,389,444,87.61261261261261,87.61261261261262,26,6.683804627249358,94.49868184418152,100.0,100.0,90.22136389943297,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
long_fromb>5GeV,306,343,89.21282798833819,89.21282798833819,26,8.49673202614379,93.93617067828622,100.0,100.0,88.59516056579326,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
long_strange,342,385,88.83116883116882,88.83116883116882,16,4.678362573099415,96.11860284346318,98.21428571428571,100.0,92.96164380312423,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
velo,20427,28026,72.88589167201884,72.88589167201884,800,3.916385176482107,96.07566124624073,96.10180510682187,92.27795244517655,92.10415898185731,9,"(np.float64(0.2110039772586271), np.float64(0.2110039772586271))","(np.float64(0.5704115651731182), np.float64(0.5704115651731182))",0.7716027508105138
long_strange,359,385,93.24675324675324,93.24675324675324,16,4.456824512534819,96.6757775557776,98.21428571428571,100.0,93.45503348503347,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
long_fromb>5GeV,330,343,96.20991253644316,96.20991253644316,23,6.96969696969697,94.70063592834799,100.0,100.0,90.15245236418365,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
long,7828,8076,96.92917285785042,96.92917285785042,398,5.084312723556464,96.97165107417817,98.43707482993197,96.7773654916512,92.65407173420404,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
long>5GeV,4946,5100,96.98039215686275,96.98039215686275,274,5.539830165790538,96.8246985017073,98.46286848072559,96.21428571428571,92.35796110647708,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
long_fromb,423,444,95.27027027027027,95.27027027027027,23,5.4373522458628845,95.26138827906172,100.0,100.0,91.72899022105898,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
long_strange>5GeV,164,174,94.25287356321839,94.25287356321839,9,5.487804878048781,96.99649258897814,95.83333333333334,100.0,92.65520686763462,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
velo,25065,28026,89.43481053307643,89.43481053307643,750,2.9922202274087373,96.88735848078822,97.18088307890943,94.68710164104903,93.77556660998887,10,"(np.float64(0.8050223010458504), np.float64(0.8050223010458504))","(np.float64(0.4981848822369699), np.float64(0.4981848822369699))",0.13869743838483106
velo,20336,28026,72.5611931777635,72.5611931777635,871,4.283044846577498,94.68732863494128,95.38701596606015,90.69717965857676,89.7500263452495,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long_strange>5GeV,152,174,87.35632183908046,87.35632183908046,10,6.578947368421052,94.21625185514077,95.83333333333334,100.0,90.84633387874129,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long_strange,337,385,87.53246753246754,87.53246753246754,13,3.857566765578635,94.16719589933872,95.83333333333334,97.61904761904762,91.5361162646877,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long_fromb,395,444,88.96396396396396,88.96396396396396,33,8.354430379746836,92.16852210461332,100.0,100.0,86.13390224063185,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long_fromb>5GeV,305,343,88.92128279883381,88.92128279883383,27,8.852459016393443,91.59022379699202,100.0,100.0,84.75547715617913,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long,7274,8076,90.06934125804854,90.06934125804854,497,6.832554302996976,94.66133367476846,96.06069567007066,94.87903589466087,88.88194673201306,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long>5GeV,4614,5100,90.47058823529412,90.47058823529412,336,7.282184655396619,94.50759956079408,95.3981435231435,93.88922709235207,88.50980971941239,11,"(np.float64(0.26993021601921957), np.float64(0.26993021601921957))","(np.float64(0.7717551578367614), np.float64(0.7717551578367614))",0.1783534896348319
long_fromb,437,444,98.42342342342343,98.42342342342343,14,3.203661327231121,98.17807377397178,100.0,100.0,94.7418380094851,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
long_strange>5GeV,172,174,98.85057471264368,98.85057471264368,4,2.3255813953488373,98.61514905548997,100.0,100.0,96.21121302939483,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
long,7997,8076,99.02179296681525,99.02179296681525,293,3.6638739527322746,98.8755556565126,99.380772005772,95.62947658402204,95.34759361983802,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
long>5GeV,5061,5100,99.23529411764706,99.23529411764706,182,3.59612724757953,98.82049632074876,99.22513227513225,93.93333333333334,95.50301864792884,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
long_fromb>5GeV,340,343,99.12536443148689,99.12536443148689,11,3.235294117647059,98.02463878318581,100.0,100.0,94.46980479837625,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
velo,26582,28026,94.84764147577249,94.84764147577249,622,2.339929275449552,98.87132233566592,99.01809359755995,95.91662397926899,95.71566621110964,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
long_strange,377,385,97.92207792207792,97.92207792207792,8,2.1220159151193636,98.69458031146345,100.0,100.0,96.46380963913433,12,"(np.float64(0.7190400385407492), np.float64(0.7190400385407492))","(np.float64(0.23545255864641532), np.float64(0.23545255864641532))",0.8797759573997466
long_strange>5GeV,163,174,93.67816091954023,93.67816091954023,9,5.521472392638037,96.97903033658848,95.83333333333334,100.0,92.61250458198133,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
velo,24867,28026,88.72832369942196,88.72832369942196,765,3.076366268548679,96.73994335868252,97.07300493537196,94.62868174969243,93.5839122003643,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
long>5GeV,4935,5100,96.76470588235294,96.76470588235294,279,5.6534954407294835,96.6842489400846,98.04450113378684,95.78571428571429,92.13160638497932,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
long,7808,8076,96.68152550767707,96.68152550767707,409,5.238217213114754,96.82614679850033,98.15816326530611,96.4916512059369,92.4344927223906,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
long_fromb>5GeV,330,343,96.20991253644316,96.20991253644316,21,6.363636363636363,94.67931064336294,100.0,100.0,90.0302870332282,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
long_fromb,423,444,95.27027027027027,95.27027027027027,21,4.964539007092198,95.21890253507901,100.0,100.0,91.63958888895817,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
long_strange,357,385,92.72727272727273,92.72727272727272,16,4.481792717086835,96.6898695585023,98.21428571428571,100.0,93.5661742933861,13,"(np.float64(0.9900587577369795), np.float64(0.9900587577369795))","(np.float64(0.5138966907501572), np.float64(0.5138966907501572))",0.6589827564668582
long_fromb,430,444,96.84684684684684,96.84684684684684,19,4.4186046511627906,96.30336268895815,100.0,100.0,92.88698044048623,14,"(np.float64(0.34718199421891804), np.float64(0.34718199421891804))","(np.float64(0.3989792368240732), np.float64(0.3989792368240732))",0.9370967074971975
long_strange,369,385,95.84415584415585,95.84415584415584,14,3.794037940379404,97.21256369102323,98.21428571428571,100.0,94.34913034456116,14,"(np.float64(0.34718199421891804), np.float64(0.34718199421891804))","(np.float64(0.3989792368240732), np.float64(0.3989792368240732))",0.9370967074971975
