run_id,total_tracks,total_ghosts,overall_ghost_rate,event_avg_ghost_rate,max_slopes,max_tolerance,scatter
52,31229,1012,3.240577668193026,2.9555596026885045,"(np.float64(0.8234500258243733), np.float64(0.8234500258243733))","(np.float64(0.21997255401010668), np.float64(0.21997255401010668))",0.5532628311352562
53,30854,692,2.2428210280676737,2.052537049907918,"(np.float64(0.6285096421558507), np.float64(0.6285096421558507))","(np.float64(0.1751771304884917), np.float64(0.1751771304884917))",0.4094721409687797
54,31012,884,2.8505094802012123,2.63282333186991,"(np.float64(0.5924328782651987), np.float64(0.5924328782651987))","(np.float64(0.21366353818007375), np.float64(0.21366353818007375))",0.9175122707622018
55,31080,2103,6.7664092664092665,6.050108010734828,"(np.float64(0.41623690344256375), np.float64(0.41623690344256375))","(np.float64(0.3694148132217786), np.float64(0.3694148132217786))",0.808088291642649
56,38028,14007,36.83338592615967,31.935528543494392,"(np.float64(0.5921616691906924), np.float64(0.5921616691906924))","(np.float64(0.9026260269561078), np.float64(0.9026260269561078))",0.5803240987900933
57,37502,12765,34.03818463015306,29.402771560087064,"(np.float64(0.6647063467951263), np.float64(0.6647063467951263))","(np.float64(0.8559434924916555), np.float64(0.8559434924916555))",0.39405588098967087
58,36661,11826,32.257712555576774,27.895649907687538,"(np.float64(0.5061054285699302), np.float64(0.5061054285699302))","(np.float64(0.8381360981059457), np.float64(0.8381360981059457))",0.8678111261584222
59,31915,2466,7.726774244085853,6.858696264344146,"(np.float64(0.5411808332260722), np.float64(0.5411808332260722))","(np.float64(0.3836259741164463), np.float64(0.3836259741164463))",0.968986361069089
60,30532,450,1.4738634874885366,1.3553084369058364,"(np.float64(0.6100592706276529), np.float64(0.6100592706276529))","(np.float64(0.12462281118458754), np.float64(0.12462281118458754))",0.29523778583399524
61,33744,10525,31.190730203888098,27.07897697382047,"(np.float64(0.2739359171649506), np.float64(0.2739359171649506))","(np.float64(0.8383060763687035), np.float64(0.8383060763687035))",0.29864496721697564
62,31426,1534,4.881308470693057,4.376700533801585,"(np.float64(0.5500039458617214), np.float64(0.5500039458617214))","(np.float64(0.29666122743886586), np.float64(0.29666122743886586))",0.774293852370957
63,31200,2189,7.016025641025641,6.268890205057738,"(np.float64(0.4282616618829316), np.float64(0.4282616618829316))","(np.float64(0.3718832366933916), np.float64(0.3718832366933916))",0.284476279810022
64,39235,16381,41.75098763858799,36.30297661069001,"(np.float64(0.615850855771997), np.float64(0.615850855771997))","(np.float64(0.9810636761012067), np.float64(0.9810636761012067))",0.19894923226395664
65,38625,14920,38.627831715210355,33.428213530429694,"(np.float64(0.8115297636023958), np.float64(0.8115297636023958))","(np.float64(0.9141330091455969), np.float64(0.9141330091455969))",0.941350170436702
66,37705,13076,34.67975069619414,29.96561765740796,"(np.float64(0.8090746447614924), np.float64(0.8090746447614924))","(np.float64(0.855479147221176), np.float64(0.855479147221176))",0.617663412679098
67,39532,16508,41.75857533137711,36.293435457972876,"(np.float64(0.9995912307142452), np.float64(0.9995912307142452))","(np.float64(0.9568809540363274), np.float64(0.9568809540363274))",0.6497696449285256
68,30632,1616,5.275528858709846,4.73130799438429,"(np.float64(0.3983387217881145), np.float64(0.3983387217881145))","(np.float64(0.3231591274485119), np.float64(0.3231591274485119))",0.5188544721172654
69,36331,10550,29.03856210949327,25.008879069153735,"(np.float64(0.7577744560237435), np.float64(0.7577744560237435))","(np.float64(0.7689931443096816), np.float64(0.7689931443096816))",0.16315541969961253
70,32798,3558,10.848222452588573,9.500645248697523,"(np.float64(0.8834082618881265), np.float64(0.8834082618881265))","(np.float64(0.43994645792676695), np.float64(0.43994645792676695))",0.823927646935456
71,29009,2783,9.593574407942363,8.384490231736434,"(np.float64(0.26072141664659787), np.float64(0.26072141664659787))","(np.float64(0.4430367430791696), np.float64(0.4430367430791696))",0.2743107182040475
72,32150,2533,7.878693623639191,7.0004548011626655,"(np.float64(0.7190784668240237), np.float64(0.7190784668240237))","(np.float64(0.3709779251045329), np.float64(0.3709779251045329))",0.5155022510424622
73,31988,2143,6.699387270226335,5.971674860459813,"(np.float64(0.9054464793540551), np.float64(0.9054464793540551))","(np.float64(0.33181776858778383), np.float64(0.33181776858778383))",0.21976102631966815
74,35287,10104,28.633774477853034,24.792951067801216,"(np.float64(0.41281052566459897), np.float64(0.41281052566459897))","(np.float64(0.7939836660056371), np.float64(0.7939836660056371))",0.4699485652900603
75,38399,14270,37.16242610484648,32.19036177602486,"(np.float64(0.9122575177998943), np.float64(0.9122575177998943))","(np.float64(0.8885465516418964), np.float64(0.8885465516418964))",0.9720130134020996
76,32107,2375,7.397140810415174,6.605055011051538,"(np.float64(0.8058724425209121), np.float64(0.8058724425209121))","(np.float64(0.354268751711436), np.float64(0.354268751711436))",0.4555981617430746
77,31232,1018,3.2594774590163933,2.9548100336700305,"(np.float64(0.9729454446438325), np.float64(0.9729454446438325))","(np.float64(0.21580979043954082), np.float64(0.21580979043954082))",0.7189857422879666
78,25596,362,1.4142834817940304,1.2833236788974405,"(np.float64(0.2092931584142307), np.float64(0.2092931584142307))","(np.float64(0.1461683877876473), np.float64(0.1461683877876473))",0.8035449207614194
79,31348,1145,3.6525456169452597,3.3243595239397212,"(np.float64(0.9127720983033509), np.float64(0.9127720983033509))","(np.float64(0.23333808380800328), np.float64(0.23333808380800328))",0.7645849057210814
80,34835,7419,21.2975455719822,18.388391099847563,"(np.float64(0.9457810260372386), np.float64(0.9457810260372386))","(np.float64(0.6320081877025849), np.float64(0.6320081877025849))",0.8065141997689552
81,31036,2724,8.776904240237144,7.73439746713301,"(np.float64(0.3774544676614624), np.float64(0.3774544676614624))","(np.float64(0.42319220278068925), np.float64(0.42319220278068925))",0.26582270384618784
82,39605,17030,42.999621259941925,37.41744242967609,"(np.float64(0.6656875873604408), np.float64(0.6656875873604408))","(np.float64(0.9965633382272165), np.float64(0.9965633382272165))",0.2645454995236365
83,34282,6416,18.715360830756666,16.216326413425445,"(np.float64(0.7481032721180814), np.float64(0.7481032721180814))","(np.float64(0.6020034232487684), np.float64(0.6020034232487684))",0.19719423357952706
84,32964,5874,17.819439388423735,15.479252290553276,"(np.float64(0.39297459230846143), np.float64(0.39297459230846143))","(np.float64(0.6104400878773641), np.float64(0.6104400878773641))",0.15593793388967395
85,35922,9669,26.916652747619843,23.196056314739693,"(np.float64(0.8247512465151684), np.float64(0.8247512465151684))","(np.float64(0.7340502676475633), np.float64(0.7340502676475633))",0.7005731466136672
86,28176,1419,5.036201022146508,4.489156219572993,"(np.float64(0.26307036435707626), np.float64(0.26307036435707626))","(np.float64(0.3124400626559323), np.float64(0.3124400626559323))",0.5175902192783423
87,34354,8373,24.37270769051639,21.089469582074216,"(np.float64(0.4073532427542243), np.float64(0.4073532427542243))","(np.float64(0.7216272460576768), np.float64(0.7216272460576768))",0.12993730173328613
88,38781,15518,40.01444006085454,34.74071435002233,"(np.float64(0.6014715510603461), np.float64(0.6014715510603461))","(np.float64(0.9521975645439368), np.float64(0.9521975645439368))",0.970469796545313
89,33014,3929,11.901011692009451,10.378062770444474,"(np.float64(0.9668821933781869), np.float64(0.9668821933781869))","(np.float64(0.4602046703228429), np.float64(0.4602046703228429))",0.22298303409843923
90,30562,451,1.475688763824357,1.3518532156899974,"(np.float64(0.7112638771228064), np.float64(0.7112638771228064))","(np.float64(0.1200024240171994), np.float64(0.1200024240171994))",0.1728804642382069
91,31839,2057,6.460630044913471,5.78202133217785,"(np.float64(0.6207808067115919), np.float64(0.6207808067115919))","(np.float64(0.34368653198177396), np.float64(0.34368653198177396))",0.7745912539971405
92,31147,1096,3.518797958069798,3.2082333783948465,"(np.float64(0.5598628281016061), np.float64(0.5598628281016061))","(np.float64(0.24479452910372618), np.float64(0.24479452910372618))",0.30810811601691573
93,26368,3534,13.40260922330097,11.677767159462034,"(np.float64(0.17363042204739867), np.float64(0.17363042204739867))","(np.float64(0.5055699686087082), np.float64(0.5055699686087082))",0.315561357270298
94,29973,2349,7.837053348013212,6.916863880765727,"(np.float64(0.32084430696552835), np.float64(0.32084430696552835))","(np.float64(0.39964364169651495), np.float64(0.39964364169651495))",0.36971368797523085
95,38594,14804,38.35829403534228,33.2227548726811,"(np.float64(0.8520505662289739), np.float64(0.8520505662289739))","(np.float64(0.9100829107656768), np.float64(0.9100829107656768))",0.6155239632343137
96,32965,3887,11.79129379645078,10.288576716135333,"(np.float64(0.8756633274177115), np.float64(0.8756633274177115))","(np.float64(0.4618039709747014), np.float64(0.4618039709747014))",0.9936173040776326
97,27011,4430,16.400725630298766,14.27374888597486,"(np.float64(0.17508112145919716), np.float64(0.17508112145919716))","(np.float64(0.5644762810470427), np.float64(0.5644762810470427))",0.2970405949956976
98,35176,8434,23.976574937457357,20.727458533165994,"(np.float64(0.6198014408126126), np.float64(0.6198014408126126))","(np.float64(0.6965805116822266), np.float64(0.6965805116822266))",0.6017353499957089
99,31870,1945,6.102918104800753,5.434714538989323,"(np.float64(0.9576885034586098), np.float64(0.9576885034586098))","(np.float64(0.31379549451264066), np.float64(0.31379549451264066))",0.6291723195843528
